group_name,day,lesson1/title,lesson1/class_format,lesson1/type,lesson1/campus,lesson1/from_time,lesson1/to_time,lesson1/auditory,lesson1/teacher,lesson2/title,lesson2/class_format,lesson2/type,lesson2/campus,lesson2/from_time,lesson2/to_time,lesson2/auditory,lesson2/teacher,lesson3/title,lesson3/class_format,lesson3/type,lesson3/campus,lesson3/from_time,lesson3/to_time,lesson3/auditory,lesson3/teacher,lesson4/title,lesson4/class_format,lesson4/type,lesson4/campus,lesson4/from_time,lesson4/to_time,lesson4/auditory,lesson4/teacher
 P3110, Monday, Матан, Очно-дистанционный, Лекция, Кронва, 08, 09, 1404, Рванова Алла, Матан, Очно-дистанционный, Практика, Кронва, 10, 11, 2412, Исаева Татьяна Тимофеевна, Иностранный язык, Очно, Практика, Лома, 15, 16, 3210, Левшинова Екатерина Андреевна, Иностранный язык, Очно, Практика, Лома, 17, 18, 3210, Левшинова Екатерина Андреевна
